,Labels,Message
1687,spam,today vodafone number ending last four digit selected received award number match please call claim award
1688,spam,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sm
1689,ham,nan sonathaya soladha bos
1690,ham,bring tat cd forget
1691,spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sp tyrone
1692,ham,know raping dude poker
1693,ham,weightloss girl friend make load money ebay something give thanks god
1694,ham,gr see message r u leaving congrats dear school wat r ur plan
1695,ham,eatin later eatin wif frens lei going home first
1696,ham,finish already yar keep saying mushy embarrassed ok
1697,ham,sorry man stash ran dry last night pick sunday
1698,ham,hai priya right doctor said pa
1699,spam,free msg sorry service ordered could delivered sufficient credit please top receive service
1700,ham,ok
1701,ham,please ask mummy call father
1702,ham,come room come house co house still messy haha
1703,ham,lost kilo today
1704,ham,taste fish curry p
1705,ham,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry
1706,ham,yun ah wkg btw go nu sc wana specialise wad
1707,ham,yes one woman man please tell like dislike bed
1708,ham,test earlier appreciate call tomorrow
1709,ham,loverboy keep coming queen hmmm ache speak miss desparately
1710,ham,u meet fren dun wan meet ah muz b guy rite
1711,ham,promise though even gotten dinner yet
1712,ham,got back dislike bed
1713,ham,turn stereo love mi phone unknown album
1714,spam,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx
1715,ham,yeah see
1716,ham,asking u knw nt may ur frnds classmate
1717,ham,sorry earlier putting fire around talk actually life lol
1718,spam,wow boy r back take uk tour win vip ticket pre book vip club txt club trackmarque ltd info vipclub u
1719,ham,missionary hook doggy hook standing
1720,ham,u better go sleep dun disturb u liao u wake msg lor
1721,ham,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
1722,ham,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
1723,ham,thought praps meant another one goodo look tomorrow
1724,ham,hi jon pete ive bin spain recently hav sum dinero left bill said u ur rent mayb interested hav pe around tb james
1725,ham,bold lt gt
1726,ham,know shall speak lt gt minute
1727,ham,alrite hunny wot u nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
1728,ham,went project centre
1729,ham,per request maangalyam alaipayuthe set callertune caller press copy friend callertune
1730,ham,lol yeah point guess
1731,ham,project w frens lor
1732,ham,lol well quality aint bad aint complaining
1733,ham,k happen tonight
1734,spam,hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone claim prize transferred someone else
1735,ham,think going finn come
1736,ham,tired special
1737,ham,come tomorrow di
1738,ham,cant pick phone right pls send message
1739,ham,k go sleep well take rest
1740,ham,u guy never invite anywhere
1741,spam,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x
1742,ham,want please inside outside bedroom
1743,ham,ey calm downon theacusations itxt u co iwana know wotu r doin thew end haventcn u age ring ur nething sat love j xxx
1744,ham,love wine dine lady
1745,spam,someone conacted dating service entered phone fancy find call landline pobox n tf
1746,ham,cool ta luv v tired cause doin load planning wk got social service inspection nursery take care spk sn x
1747,ham,know account detail ask mom send mom reach
1748,ham,think u wrong number
1749,ham,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
1750,ham,b late love mum
1751,ham,got mail panren paru
1752,ham,thinking chuckin ur red green n black trainners save carryin bac train
1753,ham,give one miss number please
1754,ham,jus came back fr lunch wif si u leh
1755,ham,schedule next week town weekend
1756,ham,really good dhanush rock
1757,ham,lmao ok wont needing u hair anymore
1758,ham,miss ya need ya want ya love ya
1759,ham,sorry free
1760,ham,u ever get song stuck head reason go away til u listen like time
1761,ham,nt yet chikku simple habba hw abt u
1762,ham,got ur mail dileep thank muchand look forward lot support le contact remember one venugopal mentioned tomorrow late shall try come till goodnight dear
1763,ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl
1764,ham,joy father john john name joy father mandan
1765,spam,hi ibh customer loyalty offer new nokia mobile txtauction txt word start get
1766,ham,hi yijue regarding textbook intro algorithm second edition selling
1767,spam,sm auction nokia get win free auction take part send nokia hg suite land row w jhl
1768,ham,k want u come
1769,ham,little difficult simple way enter place
1770,ham,ha u e thing got tv watch u thk go tonight u already haf smth mind
1771,ham,dont show far put new picture facebook
1772,ham,watching tv got new job
1773,ham,good afternoon sexy bun go job search wake first thought always love wish fine happy know adore
1774,ham,coming whatever want
1775,ham,ok chikku favourite song
1776,ham,u see posted facebook
1777,spam,call freephone
1778,spam,buy space invader chance win orig arcade game console press game arcade std wap charge see co uk game term setting purchase
1779,ham,wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear
1780,spam,loan purpose homeowner tenant welcome previously refused still help call free text back help
1781,spam,big brother alert computer selected u k cash voucher call ntt po box cro bt landline cost ppm mobile vary
1782,ham,oh well c u later
1783,ham,uncle atlanta wish guy great semester
1784,ham,dear free message without recharge hi hi hi
1785,ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1786,ham,dun believe u thk u told
1787,ham,know god created gap finger one made come amp fill gap holding hand love
1788,ham,yes sura sun tv lol
1789,ham,arun u transfr amt
1790,ham,takin shower yeah leave done
1791,ham,working eye philosophy text u later bit free chat
1792,ham,u lost ill always b u intend hurt u never knew u felt iwas marine itried tell urmom careabout u
1793,spam,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win co uk
1794,ham,bad girl still remember
1795,ham,much gave morning
1796,ham,hope alright babe worry might felt bit desparate learned job fake waiting come back love
1797,ham,hey tell blake address carlos wanted meet got lost answering phone
1798,ham,get opinion something first
1799,ham,one week leave put know time
1800,ham,hit move
1801,ham,excellent spent lt gt year air force iraq afghanistan stable honest like traveling
1802,ham,wan na watch movie
1803,ham,ok lor thanx school
1804,ham,class get text
1805,ham,bus leaf lt gt
1806,ham,god bless get good sleep dear pray
1807,spam,today voda number ending selected receive award match please call quoting claim code standard rate app
1808,ham,nice day today love dearly
1809,ham,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
1810,ham,aight ask roommate
1811,ham,whats house beer
1812,ham,wan meet n combine part da rest da project going
1813,ham,getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry
1814,ham,yes chatting
1815,ham,hi jess dont know work call u im home eve xxx
1816,ham,sian aft meeting supervisor got work liao u working
1817,ham,going write ccna exam week
1818,ham,well watch shrek b
1819,ham,much dirty fellow
1820,ham,dunno dat wat told ok lor
1821,ham,probably tomorrow even later tonight something going
1822,ham,say dying man feel sad go wanted know would probably gone late night
1823,ham,thinking lifting one
1824,ham,u dun wan u dun like already ah wat u still eating
1825,ham,sent ur email id soon
1826,ham,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
1827,ham,dude teresa hope okay didnt hear people called received package since dec lt gt thot ld like know fantastic year best reading plus really really bam first aid usmle work done
1828,ham,hey gorgeous man work mobile number good one babe squishy mwahs
1829,ham,may call later pls
1830,spam,hottest pic straight phone see getting wet wanting xx text pic txt cost p textoperator g ga xxx
1831,ham,way stay oh
1832,ham,hello thanx taking call got job start monday
1833,ham,time ur flight tmr
1834,ham,come
1835,ham,rather prominent bite mark right cheek
1836,ham,september
1837,ham,wet right
1838,ham,husband
1839,spam,hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm dp bcm box ldn wc n xx
1840,ham,norm tomorrow finish co st test need sort library stuff point tomo got letter today access til end march better get move
1841,ham,yeah got list u joanna feeling really anti social
1842,ham,office na
1843,ham,comingdown later
1844,ham,super da good replacement murali
1845,ham,da good good player unsold
1846,ham,hi u want join sts later meeting five call u class
1847,ham,engalnd telly decided let watch mia elliot kissing damn
1848,spam,free nokia motorola upto mths price linerental free x net min txt mth free b tooth call mobileupd call optout wv
1849,ham,dont want hear philosophy say happen
1850,ham,got job wipro get every thing life year
1851,ham,cant get da laptop matric card wif lei
1852,ham,dunno da next show aft toa payoh got
1853,spam,nd time tried contact u u pound prize claim easy call p per min bt national rate
1854,ham,made payment dont much sorry would want fedex way
1855,ham,play one day last year know even though good team like india
1856,ham,k girl waiting reception ah
1857,ham,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls
1858,ham,hate turn fun shopping trip annoying day everything would look house
1859,ham,sir waiting call
1860,ham,want come online
1861,ham,could work reach consensus next meeting
1862,ham,aiyah wait lor u entertain hee
1863,ham,last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt show really know messy wednesday bad problem time clean choose skype take picture sleep want go mind thing make bed throw laundry top friend house embarassed underwear bra strewn bed pillow floor something else used good least making bed
1864,ham,let know kick
